#Vazao01	Vazao02	Vazao03	Vazao04	Vazao05	Vazao06	Vazao07	Vazao08	Vazao09	Vazao10	Vazao11	Vazao12	Vazao13	Vazao14	Vazao15	Vazao16	Vazao17	Vazao18	Vazao19	Vazao20	Vazao21	Vazao22	Vazao23	Vazao24	Vazao25	Vazao26	Vazao27	Vazao28	Vazao29	Vazao30	Vazao31	#dias	mes	Ano
129.401	117.599	102.316	94.878	103.569	113.729	126.754	132.062	140.123	148.303	153.819	169.244	211.595	226.729	234.393	24.212	248.346	251.474	257.759	254.612	248.346	245.228	240.569	237.476	234.393	235.933	257.759	281.668	301.169	322.657	342.815	31	12	1982
115.015	111.167	104.826	102.316	102.316	97.341	93.652	88.788	87.583	103.569	113.729	111.167	12.281	126.754	137.423	142.837	128.076	118.897	115.015	121.502	125.436	129.401	138.772	151.055	153.819	149.677	152.435	153.819	155.206	148.303	0	31	11	1982
80.437	76.921	72.296	68.875	67.744	65.496	82.802	113.729	124.121	118.897	113.729	106.086	107.351	129.401	140.123	145.563	140.123	121.502	99.821	89.998	79.261	7.46	70.011	79.261	104.826	132.062	140.123	142.837	124.121	118.897	116.306	31	10	1982
35.244	35.244	35.244	35.244	36.206	41.111	46.167	51.365	70.011	89.998	83.991	78.089	75.758	73.446	70.011	66.618	64.379	61.057	5.778	121.502	220.644	239.022	223.681	204.126	182.133	149.677	134.736	102.316	91.212	80.437	0	31	9	1982
3.913	37.174	37.174	37.174	37.174	3.913	3.913	41.111	41.111	37.174	35.244	35.244	35.244	35.244	34.288	33.339	33.339	33.339	38.149	46.167	51.365	52.421	51.365	50.314	49.269	47.195	40.117	3.913	3.913	37.174	37.174	31	8	1982
75.758	72.296	71.151	67.744	65.496	6.216	5.996	5.996	5.778	5.778	55.621	55.621	55.621	55.621	53.482	53.482	53.482	53.482	51.365	51.365	49.269	49.269	49.269	49.269	47.195	45.144	43.115	43.115	41.111	3.913	3.913	31	7	1982
140.123	134.736	132.062	126.754	120.198	117.599	111.167	108.619	107.351	107.351	104.826	104.826	101.066	98.579	93.652	89.998	87.583	87.583	86.381	85.184	85.184	82.802	81.617	81.617	82.802	81.617	80.437	78.089	78.089	78.089	0	31	6	1982
322.657	304.451	286.513	280.058	27.364	275.241	259.337	251.474	248.346	234.393	223.681	21.46	208.599	202.641	196.726	189.395	18.358	177.811	170.665	167.827	169.244	167.827	166.413	165.001	162.187	160.785	156.596	152.435	149.677	146.932	144.199	31	5	1982
605.878	567.219	512.266	457.557	42.28	426.371	426.371	426.371	424.584	421.017	419.237	417.458	413.906	408.592	401.534	398.017	380.546	42.28	454.269	441.268	426.371	419.237	413.906	412.133	405.059	396.261	373.613	353.007	342.815	331.019	0	31	4	1982
688.189	609.834	590.217	594.108	586.344	582.486	571.011	552.212	548.501	57.482	541.126	50.873	444.495	419.237	408.592	392.755	384.025	377.076	373.613	363.274	366.712	370.159	389.257	403.296	434.858	454.269	477.608	494.742	526.569	541.126	586.344	31	3	1982
322.657	339.434	356.421	368.434	353.007	361.558	410.362	42.28	613.807	590.217	617.796	601.938	586.344	613.807	598.015	57.482	552.212	552.212	548.501	533.815	586.344	621.803	654.455	617.796	621.803	662.786	758.968	824.602	839.124	815.011	791.348	31	1	1982
198.201	186.482	170.665	162.187	142.837	134.736	133.397	129.401	134.736	179.249	202.641	219.129	235.933	249.909	267.259	280.058	312.694	320.991	316.006	302.809	302.809	347.902	363.274	324.325	301.169	281.668	259.337	248.346	234.393	223.681	217.617	31	12	1981
78.089	7.46	91.212	106.086	103.569	101.066	99.821	108.619	125.436	142.837	148.303	156.596	179.249	18.358	199.678	229.787	234.393	193.785	182.133	199.678	239.022	264.083	249.909	248.346	245.228	256.184	254.612	243.673	232.855	228.256	0	31	11	1981
34.288	47.195	64.379	83.991	93.652	94.878	91.212	83.991	75.758	67.744	66.618	89.998	104.826	111.167	99.821	89.998	81.617	63.267	58.868	53.482	53.482	54.549	89.998	121.502	118.897	108.619	91.212	83.991	96.108	99.821	94.878	31	10	1981
43.115	41.111	3.913	38.149	43.115	41.111	41.111	41.111	3.913	3.913	37.174	35.244	35.244	35.244	35.244	37.174	35.244	35.244	37.174	36.206	35.244	33.339	33.339	32.397	30.533	30.533	31.462	31.462	31.462	31.462	0	31	9	1981
38.149	38.149	37.174	37.174	36.206	35.244	33.339	33.339	33.339	32.397	31.462	31.462	31.462	31.462	31.462	31.462	32.397	33.339	33.339	33.339	35.244	35.244	37.174	43.115	48.229	51.365	53.482	54.549	55.621	50.314	45.144	31	8	1981
64.379	64.379	64.379	63.267	6.216	58.868	5.778	55.621	53.482	51.365	51.365	50.314	49.269	49.269	50.314	48.229	47.195	47.195	47.195	45.144	45.144	45.144	43.115	43.115	41.111	40.117	3.913	3.913	3.913	38.149	38.149	31	7	1981
101.066	98.579	97.341	94.878	9.243	9.243	9.243	98.579	145.563	170.665	15.799	146.932	126.754	118.897	109.891	102.316	94.878	9.243	9.243	88.788	83.991	80.437	79.261	75.758	75.758	7.46	72.296	68.875	6.216	65.496	0	31	6	1981
260.916	254.612	245.228	239.022	229.787	223.681	217.617	208.599	199.678	192.319	18.069	170.665	167.827	166.413	163.593	160.785	152.435	144.199	138.772	133.397	126.754	121.502	118.897	117.599	115.015	109.891	106.086	102.316	99.821	99.821	99.821	31	5	1981
718.607	70.983	723.022	723.022	701.122	683.913	675.411	633.921	559.683	464.179	421.017	389.257	364.992	339.434	329.342	320.991	314.349	314.349	325.995	410.362	434.858	578.645	512.266	477.608	438.056	384.025	336.062	291.378	284.895	272.041	0	31	4	1981
586.344	537.463	512.266	46.086	421.017	406.825	389.257	370.159	351.303	337.747	334.379	339.434	373.613	389.257	415.681	444.495	487.841	512.266	526.569	50.873	481.004	385.767	375.343	373.613	325.995	296.263	288.132	276.844	0	0	0	31	2	1981
153.819	148.303	142.837	136.078	146.932	151.055	155.206	159.386	167.827	170.665	18.069	174.944	162.187	156.596	163.593	167.827	177.811	192.319	208.599	228.256	248.346	276.844	27.845	275.241	27.845	276.844	301.169	306.095	293.004	283.281	281.668	31	12	1980
76.921	106.086	107.351	113.729	132.062	162.187	18.069	185.029	18.358	189.395	205.615	226.729	189.395	179.249	167.827	160.785	155.206	148.303	145.563	140.123	137.423	132.062	124.121	113.729	109.891	111.167	129.401	140.123	145.563	151.055	0	31	11	1980
71.151	68.875	65.496	58.868	50.314	53.482	55.621	5.996	5.996	58.868	56.698	52.421	54.549	7.46	78.089	86.381	112.446	129.401	125.436	12.281	99.821	76.921	72.296	67.744	63.267	53.482	50.314	54.549	54.549	55.621	61.057	31	10	1980
41.111	41.111	41.111	3.913	41.111	44.127	52.421	54.549	55.621	54.549	51.365	51.365	49.269	49.269	49.269	48.229	48.229	51.365	55.621	55.621	56.698	54.549	53.482	55.621	56.698	5.996	64.379	66.618	67.744	70.011	0	31	9	1980
47.195	47.195	47.195	45.144	45.144	45.144	45.144	45.144	44.127	43.115	43.115	43.115	4.211	4.211	43.115	43.115	43.115	43.115	44.127	49.269	51.365	49.269	49.269	48.229	45.144	43.115	43.115	43.115	41.111	41.111	41.111	31	8	1980
67.744	63.267	58.868	5.778	5.778	6.216	66.618	64.379	64.379	63.267	5.996	5.996	58.868	5.778	55.621	53.482	53.482	53.482	53.482	51.365	51.365	51.365	50.314	49.269	49.269	49.269	50.314	50.314	48.229	47.195	47.195	31	7	1980
115.015	113.729	112.446	112.446	109.891	107.351	106.086	104.826	101.066	97.341	97.341	94.878	89.998	89.998	87.583	87.583	85.184	81.617	80.437	79.261	78.089	75.758	79.261	83.991	86.381	79.261	75.758	7.46	70.011	68.875	0	31	6	1980
245.228	240.569	229.787	237.476	251.474	268.851	270.445	262.499	259.337	256.184	253.042	249.909	211.595	204.126	196.726	187.937	18.358	18.069	176.376	172.088	172.088	169.244	167.827	160.785	153.819	146.932	140.123	13.073	129.401	125.436	117.599	31	5	1980
356.421	344.509	337.747	336.062	336.062	346.204	384.025	42.28	450.996	467.513	428.159	42.28	431.741	441.268	438.056	438.056	444.495	438.056	391.005	384.025	353.007	336.062	319.327	30.939	299.532	296.263	289.754	281.668	272.041	257.759	0	31	4	1980
252.068	267.965	244.212	242.648	234.867	239.528	264.766	269.568	280.855	297.178	359.501	419.272	46.086	522.969	578.645	601.938	601.938	571.011	578.645	571.011	571.011	494.742	444.495	419.272	378.586	354.338	350.907	349.195	344.071	335.572	325.444	31	1	1980
105.731	100.683	94.461	89.555	82.322	83.517	81.132	75.244	7.408	63.813	99.431	99.431	105.731	119.924	121.236	137.253	148.201	137.253	131.859	133.203	155.148	186.628	201.403	237.971	292.257	290.621	284.101	277.619	276.004	266.364	253.647	31	12	1979
105.731	123.871	134.549	134.549	130.519	149.584	183.707	210.401	182.251	160.763	155.148	159.354	176.455	183.707	188.093	18.956	183.707	165.006	173.575	176.455	170.707	163.589	162.174	159.354	156.547	125.193	133.203	108.278	103.199	107.003	0	31	11	1979
7.408	79.945	8.592	82.322	77.586	83.517	90.776	90.776	79.945	79.945	79.945	93.228	112.127	75.244	83.517	77.586	78.763	87.128	118.615	114.711	123.871	13.861	153.752	155.148	144.071	131.859	119.924	87.128	81.132	79.945	90.776	31	10	1979
104.463	123.871	157.949	173.575	177.899	18.956	196.941	185.166	16.785	142.701	129.183	114.711	89.555	82.322	76.413	72.921	6.947	101.939	122.552	130.519	13.997	15.097	137.253	121.236	11.731	108.278	90.776	87.128	76.413	7.408	0	31	9	1979
46.565	44.508	44.508	42.474	42.474	40.464	40.464	40.464	38.479	38.479	38.479	36.519	38.479	38.479	38.479	38.479	41.466	46.565	43.488	40.464	40.464	43.488	48.646	62.697	62.697	67.193	100.683	108.278	113.417	101.939	101.939	31	8	1979
81.132	78.763	77.586	76.413	72.921	72.921	70.616	68.329	68.329	66.062	66.062	66.062	66.062	63.813	62.697	61.585	61.585	61.585	62.697	63.813	63.813	62.697	60.478	59.376	60.478	5.502	53.944	50.749	49.695	48.646	46.565	31	7	1979
22.255	217.974	214.937	208.895	202.896	191.031	172.139	162.174	148.201	141.334	137.253	13.59	134.549	127.849	123.871	118.615	113.417	11.084	105.731	103.199	104.463	101.939	101.939	99.431	95.697	93.228	90.776	89.555	89.555	8.592	0	31	6	1979
494.742	422.858	390.859	368.145	352.622	340.665	337.268	345.777	350.907	32.041	303.771	292.257	282.477	263.171	245.778	22.408	221.022	213.423	20.589	19.398	185.166	176.455	175.013	176.455	176.455	186.628	250.492	279.236	280.855	244.212	225.614	31	5	1979
389.099	403.228	464.179	658.612	609.834	498.215	454.269	385.587	368.145	354.338	354.338	349.195	344.071	340.665	333.879	305.425	282.477	264.766	253.647	242.648	236.418	233.318	230.228	239.528	245.778	256.812	258.398	277.619	302.119	412.122	0	31	4	1979
768.131	844.001	934.928	950.668	950.668	888.717	701.122	625.825	559.683	567.219	582.486	57.482	537.463	537.463	530.184	582.486	594.108	586.344	55.594	530.184	505.209	491.284	470.863	470.863	487.841	474.228	380.333	375.098	385.587	397.915	387.342	31	3	1979
177.899	18.956	20.589	182.251	159.354	156.547	159.354	172.139	177.899	182.251	19.398	202.896	202.896	195.459	18.956	182.251	176.455	19.398	256.812	277.619	344.071	328.812	285.728	248.918	22.255	208.895	191.031	172.139	159.354	15.236	156.547	31	12	1978
9.2	95.697	96.938	98.182	95.697	94.461	93.228	104.463	122.552	133.203	15.097	155.148	149.584	11.084	107.003	12.652	129.183	118.615	108.278	100.683	89.555	84.716	82.322	77.586	7.408	71.766	71.766	76.413	87.128	129.183	0	31	11	1978
87.128	95.697	99.431	93.228	89.555	76.413	71.766	60.478	60.478	64.935	71.766	78.763	75.244	72.921	75.244	109.557	131.859	129.183	112.127	103.199	11.084	11.731	123.871	145.444	153.752	159.354	156.547	141.334	119.924	11.084	100.683	31	10	1978
52.874	57.188	61.585	59.376	59.376	59.376	61.585	61.585	59.376	56.101	63.813	88.339	11.084	109.557	101.939	99.431	83.517	6.947	64.935	72.921	9.2	105.731	11.731	113.417	109.557	109.557	105.731	9.2	81.132	76.413	0	31	9	1978
8.592	81.132	78.763	75.244	7.408	6.947	68.329	67.193	66.062	64.935	62.697	61.585	59.376	59.376	56.101	5.502	5.502	56.101	57.188	57.188	56.101	5.502	5.502	53.944	51.809	50.749	50.749	50.749	50.749	50.749	51.809	31	8	1978
121.236	116.009	11.084	109.557	108.278	105.731	104.463	101.939	99.431	99.431	96.938	96.938	93.228	88.339	90.776	107.003	116.009	119.924	118.615	118.615	123.871	127.849	137.253	142.701	130.519	123.871	118.615	112.127	104.463	95.697	93.228	31	7	1978
290.621	335.572	356.057	340.665	318.736	305.425	288.988	263.171	247.347	242.648	237.971	219.497	208.895	199.913	188.093	183.707	177.899	170.707	165.006	159.354	155.148	148.201	145.444	145.444	145.444	142.701	127.849	12.652	123.871	122.552	0	31	6	1978
408.559	447.738	505.209	505.209	46.086	470.863	450.996	435.471	421.064	39.262	389.099	380.333	362.952	368.145	380.333	383.834	356.057	327.127	31.04	305.425	288.988	282.477	292.257	287.357	274.391	266.364	271.173	287.357	322.086	349.195	0	31	4	1978
266.364	252.068	239.528	231.772	225.614	22.255	231.772	261.577	322.086	403.228	515.818	470.863	487.841	440.904	440.904	512.266	633.921	819.797	929.719	914.204	800.759	642.084	505.209	474.228	435.471	519.386	782.008	998.907	0	0	0	31	2	1978
601.938	530.184	501.704	450.996	444.495	454.269	464.179	526.569	494.742	457.557	431.858	519.386	605.878	688.189	625.825	621.803	70.983	731.903	754.414	810.242	786.669	70.983	617.796	491.284	422.858	390.859	357.778	328.812	305.425	290.621	277.619	31	1	1978
338.965	361.225	327.127	285.728	244.212	221.022	19.398	170.707	165.006	156.547	145.444	145.444	163.589	177.899	191.031	202.896	231.772	221.022	208.895	19.398	191.031	186.628	192.504	219.497	258.398	424.655	447.738	519.386	567.219	590.217	586.344	31	12	1977
15.097	169.277	191.031	19.398	196.941	204.392	195.459	186.628	188.093	188.093	172.139	162.174	15.236	145.444	15.097	155.148	153.752	155.148	157.949	162.174	179.347	176.455	173.575	170.707	155.148	153.752	148.201	145.444	191.031	298.823	0	31	11	1977
100.683	99.431	93.228	95.697	9.2	87.128	90.776	90.776	98.182	93.228	87.128	87.128	84.716	8.592	8.592	94.461	95.697	100.683	107.003	109.557	109.557	114.711	127.849	137.253	141.334	15.097	162.174	162.174	15.097	141.334	137.253	31	10	1977
59.376	58.279	5.502	53.944	52.874	52.874	49.695	46.565	44.508	41.466	38.479	36.519	39.468	41.466	42.474	39.468	40.464	43.488	50.749	6.947	71.766	7.408	71.766	6.947	62.697	64.935	64.935	70.616	101.939	104.463	0	31	9	1977
70.616	68.329	67.193	64.935	63.813	61.585	59.376	57.188	57.188	5.502	5.502	5.502	5.502	53.944	52.874	51.809	50.749	49.695	48.646	46.565	48.646	49.695	53.944	52.874	50.749	5.502	52.874	52.874	51.809	56.101	59.376	31	8	1977
142.701	13.997	134.549	127.849	123.871	119.924	116.009	112.127	109.557	104.463	103.199	99.431	98.182	93.228	9.2	89.555	87.128	87.128	87.128	90.776	94.461	96.938	95.697	79.945	88.339	87.128	83.517	81.132	76.413	72.921	72.921	31	7	1977
212.817	202.529	202.529	196.706	190.925	185.185	182.332	182.332	273.863	304.113	269.568	264.766	271.173	269.568	274.391	274.391	258.398	252.068	241.086	228.688	217.974	208.895	201.403	191.031	185.166	172.139	159.354	159.354	155.148	146.821	0	31	6	1977
73.637	723.022	727.454	815.011	961.255	945.402	796.044	718.607	629.865	55.594	481.004	428.509	385.727	351.715	34.173	330.169	320.337	310.578	302.502	313.823	310.578	308.959	300.893	294.478	291.283	280.167	267.593	253.617	244.402	23.527	223.227	31	5	1977
409.819	394.652	406.756	450.996	441.268	484.415	447.738	376.933	346.714	331.815	317.076	307.342	304.113	299.286	291.283	283.332	275.435	266.031	262.914	275.435	317.076	406.756	425.357	434.858	515.818	705.467	679.653	650.314	646.191	662.786	0	31	4	1977
858.742	848.896	805.492	718.607	629.865	548.501	484.415	428.509	388.688	371.143	36.827	371.143	36.177	382.782	428.509	477.608	46.086	419.097	394.652	37.985	385.727	391.662	447.738	505.209	530.184	55.594	484.415	444.495	431.676	397.656	391.662	31	3	1977
294.478	307.342	315.449	318.706	328.526	41.599	548.501	522.969	559.683	533.815	484.415	42.222	409.819	457.557	412.897	360.089	346.714	328.526	336.763	37.985	467.513	467.513	450.996	46.086	470.863	519.386	625.825	763.541	0	0	0	31	2	1977
242.874	230.736	220.241	214.297	221.733	244.402	230.736	217.264	195.257	176.657	16.544	171.026	168.227	171.026	175.245	16.128	147.601	139.538	138.205	18.805	275.435	294.478	34.173	37.985	356.734	34.173	318.706	294.478	278.588	256.707	261.359	31	1	1977
140.874	150.313	217.264	21.134	281.748	36.827	360.089	310.578	262.914	182.332	171.026	157.145	148.956	138.205	123.749	112.217	102.201	99.733	119.874	154.404	208.393	220.241	248.999	267.593	244.402	230.736	221.733	22.923	232.245	239.826	244.402	31	12	1976
11.603	112.217	113.484	119.874	123.749	159.899	162.663	135.548	125.047	10.718	10.593	114.756	117.308	121.163	125.047	119.874	110.952	104.684	104.684	113.484	110.952	113.484	126.348	136.875	127.653	122.454	119.874	127.653	130.272	135.548	0	31	11	1976
74.746	73.601	77.049	9.728	99.733	87.617	78.207	75.896	71.324	71.324	99.733	117.308	119.874	11.859	123.749	123.749	123.749	113.484	93.628	85.241	92.418	113.484	155.773	17.243	20.107	198.158	153.037	135.548	127.653	122.454	117.308	31	10	1976
36.534	35.572	34.617	34.617	34.617	34.617	34.617	36.534	37.501	39.454	43.432	45.454	46.474	4.853	49.566	46.474	45.454	49.566	58.038	61.297	60.206	5.912	67.941	8.288	80.535	75.896	71.324	74.746	75.896	74.746	0	31	9	1976
33.668	34.617	32.726	32.726	3.179	30.861	30.861	29.023	29.023	29.023	29.023	29.023	27.213	28.114	29.939	43.432	49.566	60.206	81.706	7.246	70.192	66.822	61.297	47.499	43.432	4.044	4.044	38.475	38.475	37.501	36.534	31	8	1976
63.493	61.297	60.206	5.912	5.912	58.038	5.912	63.493	63.493	63.493	5.912	53.761	51.653	51.653	45.454	4.444	46.474	46.474	4.444	42.429	42.429	4.044	39.454	38.475	37.501	38.475	35.572	34.617	34.617	34.617	32.726	31	7	1976
131.586	138.205	136.875	125.047	127.653	122.454	117.308	11.603	109.692	10.593	104.684	10.344	100.965	96.059	92.418	88.812	87.617	86.427	86.427	84.058	80.535	78.207	77.049	74.746	73.601	69.064	65.708	64.598	64.598	63.493	0	31	6	1976
226.224	23.527	244.402	258.256	278.588	272.292	253.617	203.991	242.874	22.923	217.264	208.393	20.107	196.706	192.366	175.245	175.245	175.245	169.625	162.663	162.663	162.663	162.663	155.773	154.404	153.037	14.625	140.874	136.875	134.224	132.903	31	5	1976
346.714	394.652	36.541	358.411	345.051	340.072	323.607	313.823	294.478	289.688	286.506	297.681	335.112	382.782	477.608	46.086	447.738	374.031	353.386	326.884	299.286	27.701	262.914	252.076	242.874	23.527	238.305	239.826	232.245	223.227	0	31	4	1976
376.933	36.177	346.714	350.046	348.379	351.715	356.734	351.715	326.884	292.879	278.588	270.724	262.914	262.914	289.688	297.681	305.726	300.893	326.884	348.379	348.379	325.244	315.449	291.283	283.332	275.435	275.435	288.096	284.918	307.342	318.706	31	3	1976
20.107	189.486	183.757	182.332	20.107	238.305	272.292	302.502	302.502	294.478	284.918	284.918	272.292	374.031	487.841	578.645	586.344	571.011	505.209	419.097	376.933	358.411	331.815	31.22	302.502	318.706	336.763	353.386	358.411	0	0	31	2	1976
256.707	273.863	247.465	23.527	230.736	226.224	226.224	218.751	206.923	199.612	192.366	178.072	17.243	16.405	151.674	147.601	14.625	14.625	151.674	144.901	154.404	175.245	169.625	183.757	215.779	241.349	27.701	236.786	223.227	21.134	20.107	31	1	1976
143.556	142.214	166.832	208.393	244.402	239.826	224.724	218.751	22.923	206.923	183.757	166.832	155.773	140.874	135.548	130.272	131.586	134.224	138.205	144.901	143.556	148.956	155.773	171.026	173.836	198.158	180.909	203.991	221.733	238.305	232.245	31	12	1975
108.434	102.201	98.504	94.841	11.603	132.903	132.903	138.205	144.901	132.903	122.454	140.874	138.205	134.224	139.538	150.313	148.956	139.538	127.653	113.484	10.718	100.965	96.059	93.628	93.628	10.718	11.603	110.952	121.163	140.874	0	31	11	1975
99.413	94.455	88.347	83.535	83.535	75.278	87.138	93.226	87.138	82.343	88.347	105.698	112.077	131.752	146.667	14.256	133.092	121.161	115.949	106.967	104.434	106.967	115.949	148.042	195.128	245.932	217.264	175.245	159.899	150.313	127.653	31	10	1975
113.364	108.239	104.434	100.663	98.168	93.226	9.2	89.561	88.347	89.561	93.226	95.689	93.226	89.561	85.933	82.343	79.971	79.971	76.445	77.616	76.445	76.445	76.445	75.278	74.117	77.616	75.278	79.971	99.413	105.698	0	31	9	1975
143.926	141.198	13.713	133.092	130.416	127.755	123.788	119.852	118.547	118.547	117.246	115.949	113.364	110.794	109.514	105.698	101.916	100.663	100.663	98.168	100.663	109.514	117.246	114.654	112.077	114.654	123.788	127.755	123.788	122.473	118.547	31	8	1975
220.587	219.068	213.019	20.851	207.012	211.513	219.068	234.372	234.372	225.159	219.068	213.019	20.851	202.535	195.128	189.252	183.421	177.636	176.197	171.897	18.779	186.331	18.779	186.331	179.078	177.636	173.327	163.377	164.789	152.187	148.042	31	7	1975
393.093	38.086	370.452	35.84	361.833	37.912	38.086	394.849	396.606	375.647	370.452	353.265	332.912	32.452	334.596	344.748	301.312	29.476	288.244	281.765	272.115	267.321	262.549	256.219	249.928	245.235	242.119	229.754	228.219	223.632	0	31	6	1975
50.873	474.228	617.796	617.796	633.921	633.921	605.878	791.348	914.204	786.669	763.541	727.454	777.364	888.717	848.896	745.357	679.653	646.191	613.807	609.834	563.443	519.386	487.841	481.004	501.704	498.215	491.284	544.805	658.612	772.739	945.402	31	3	1975
354.974	35.84	344.748	384.345	353.265	309.552	309.552	311.206	341.356	334.596	351.557	387.839	419.625	424.983	389.588	35.84	343.051	334.596	353.265	361.833	35.84	361.833	341.356	309.552	291.498	288.244	28.987	28.5	281.765	291.498	314.522	31	12	1974
141.198	150.802	15.636	14.942	134.434	122.473	115.949	109.514	117.246	134.434	173.327	18.779	193.655	190.717	189.252	198.083	211.513	204.025	234.372	249.928	219.068	196.604	17.476	189.252	229.754	264.137	309.552	327.871	316.183	332.912	0	31	11	1974
169.045	18.197	193.655	18.197	161.967	146.667	133.092	127.755	125.107	129.084	171.897	29.476	309.552	278.539	283.381	267.321	229.754	196.604	173.327	161.967	163.377	163.377	195.128	21.001	213.019	18.779	171.897	163.377	15.636	148.042	138.482	31	10	1974
96.926	99.413	106.967	126.429	139.838	143.926	139.838	14.256	13.578	131.752	129.084	112.077	103.173	101.916	103.173	126.429	166.205	192.184	176.197	152.187	160.561	160.561	153.575	13.578	122.473	113.364	113.364	119.852	145.295	152.187	0	31	9	1974

